source_file,plot_nr,n_trees_gt,Species,Nr_of_trees_field,Conifer,Broadleaved,Broadleaved_prop,shannon_index,berger_parker,clarkevans,complexity_score,dbh_mean,dbh_sd,dbh_median,dbh_p10,dbh_p90,h_mean,h_sd,h_median,h_p10,h_p90,aboveground_points,tree_points_aboveground,cai_mean_over_occupied,cai_max,mean_shared_fraction,median_shared_fraction,mean_n_competitors
Rem_Suprasl_2015_3302504.laz,3302504,28,1.0,26.0,26.0,0.0,0.0,0.0,0.857142857142857,1.100683453199545,-0.616371406,244.4615385,80.10704377,232.5,147.5,342.0,18.56538462,4.685718072,20.1,12.65,23.05,2015264,1505607,1.1174371451743714,3.0,0.0127939716703489,0.0085136573252926,1.935483870967742
Rem_Suprasl_2015_1502504.laz,1502504,34,2.0,24.0,24.0,0.0,0.0,0.669327963292645,0.411764705882353,0.960949093073989,0.031064526,288.5,109.2400627,308.0,147.8,395.5,26.05833333,8.382586333,30.55,15.09,32.88,2234827,2006039,1.3130650335374745,4.0,0.0081498951372758,0.004905395935529,1.2682926829268293
Rem_Milicz_2015_7902301.laz,7902301,32,5.0,33.0,1.0,32.0,0.96969697,0.644179805973393,0.625,0.9753210187182162,1.141920772,276.2424242,168.7313009,242.0,88.2,497.6,20.20606061,6.52767854,21.8,8.26,25.2,2982601,2215707,1.3819414642519956,4.0,0.0036707408839875,0.0018050541516245,1.6363636363636365
Rem_Gorlice_2015_3003303.laz,3003303,7,5.0,16.0,10.0,6.0,0.375,0.950270539233235,0.428571428571429,0.7056885760826979,0.262136546,220.0625,126.6356815,180.5,86.5,382.0,16.36875,10.04222543,12.05,6.65,28.25,4053085,3271375,1.1418954827280778,2.0,0.0117826171991421,0.0018254105852086,1.0
Rem_Herby_2016_5804006.laz,5804006,40,1.0,8.0,0.0,8.0,1.0,1.56063115066701,0.3,0.7937713188150711,0.61630101,426.5,194.9329555,463.0,171.0,626.5,27.625,7.859252963,30.25,19.25,34.0,2970321,2491321,1.370827617741198,4.0,0.0073552104742521,0.0044958761151321,1.380952380952381
Rem_Milicz_2015_4103201.laz,4103201,49,3.0,36.0,0.0,36.0,1.0,0.592885459984243,0.571428571428571,1.084163784066635,0.58130854,210.5277778,129.4115221,180.0,91.0,410.5,21.68611111,7.105416557,20.8,13.9,33.55,2080267,1882682,1.5172268612728932,5.0,0.0082111917950736,0.0067637877211238,1.7254901960784317
Rem_Gorlice_2015_8104703.laz,8104703,22,1.0,33.0,0.0,33.0,1.0,0.936888307539016,0.590909090909091,0.7291008812085311,0.534306344,318.0,115.7165178,332.0,121.4,453.2,17.37878788,5.324927087,19.5,7.68,21.58,2477544,2059580,1.3141319942611192,4.0,0.0226863486598958,0.0067808698446036,2.25
Rem_Suprasl_2015_4601204.laz,4601204,39,2.0,42.0,42.0,0.0,0.0,0.682908104700472,0.512820512820513,0.9145886644505618,0.551798907,242.5238095,136.316747,203.5,92.2,409.5,21.88333333,8.911158165,21.3,9.41,32.39,3841585,3141434,1.3425020712510356,4.0,0.0148363887304555,0.007869249987513,1.65
Rem_Herby_2016_2603806.laz,2603806,20,4.0,29.0,10.0,19.0,0.655172414,0.990365041474314,0.55,1.02993636429757,0.620489508,310.0,111.5357086,310.0,184.6,424.4,23.13448276,4.95625693,24.8,18.0,27.06,2714567,1982084,1.1636095298334388,3.0,0.0026680068932869,0.0005108559974072,1.0
Rem_Milicz_2015_2303101.laz,2303101,47,5.0,66.0,50.0,16.0,0.242424242,0.784914154937802,0.638297872340426,1.11029855359771,0.808085484,183.969697,66.91877274,193.0,92.5,265.5,17.1,4.966131446,19.45,8.1,21.5,3275812,2718552,1.172733996219903,4.0,0.0342042500526862,0.0203227734608487,2.60377358490566
Rem_Katrynka_2016_4602705.laz,4602705,26,2.0,25.0,25.0,0.0,0.0,0.679193265991526,0.538461538461538,0.9146798697656804,0.369093342,303.52,139.5791651,250.0,134.6,479.2,27.208,7.543038733,26.2,16.08,36.08,4914112,4018676,1.2488308651597817,4.0,0.0190033122153318,0.0084195564848163,1.7692307692307692
Rem_Gorlice_2015_6303103.laz,6303103,24,4.0,48.0,38.0,10.0,0.208333333,0.514096697339951,0.75,0.9919381943457288,0.526390014,172.9166667,80.08979889,160.0,81.4,278.3,14.72291667,5.299387342,15.05,8.01,22.39,2099906,1690263,1.1459819678557428,3.0,0.0156839152041209,0.0064463681977733,2.142857142857143
Rem_Katrynka_2016_4401505.laz,4401505,11,3.0,9.0,8.0,1.0,0.111111111,0.848685557726417,0.545454545454545,0.8442422232925497,0.369787713,445.0,101.2151174,442.0,336.0,580.8,32.47777778,5.414974095,34.5,25.14,36.58,2141474,2066854,1.214117910280792,4.0,0.0147965722054915,0.0036502158522573,1.0
Rem_Katrynka_2016_4102805.laz,4102805,11,2.0,14.0,14.0,0.0,0.0,0.304636097349238,0.909090909090909,0.8017314581853082,-0.152154119,355.2142857,92.60185957,368.5,250.1,448.4,27.3,7.397192815,30.5,15.75,32.33,3036795,2698027,1.0635473701675793,2.0,0.0028620477411411,0.0020122973728339,0.5454545454545454
Rem_Gorlice_2015_7604403.laz,7604403,13,3.0,17.0,0.0,17.0,1.0,1.47080847632211,0.307692307692308,1.098101348998872,1.237972264,427.2941176,287.4786437,417.0,111.6,743.8,23.7,10.80780968,22.5,11.12,36.1,2660977,2334080,1.231741935483871,4.0,0.0232004202147428,0.0205397439439992,2.533333333333333
Rem_Suprasl_2015_2800604.laz,2800604,38,2.0,32.0,4.0,28.0,0.875,0.384542919756229,0.710526315789474,1.082141197626547,0.341654344,230.15625,59.20936575,232.5,152.0,312.4,22.496875,3.845356175,23.55,16.0,25.59,4148672,3778982,1.3655314151497355,5.0,0.0262435328405588,0.0142063001852995,3.0232558139534884
Rem_Milicz_2015_4603701.laz,4603701,17,2.0,16.0,0.0,16.0,1.0,0.376770161256437,0.823529411764706,1.055209908251234,1.12288278,393.1875,292.2047727,265.0,132.5,732.0,27.1125,7.5270955,29.3,17.5,34.0,2632989,2350218,1.3710607225211375,6.0,0.0053960387332769,0.0037034893814015,2.1904761904761907
Rem_Suprasl_2015_2700704.laz,2700704,61,5.0,48.0,43.0,5.0,0.104166667,0.866422673051746,0.508196721311475,1.073714369091031,0.251090205,192.3541667,63.2773327,192.0,97.9,272.6,19.70208333,4.875928262,21.3,11.35,24.03,3524228,2093399,1.172829509671615,4.0,0.0107312905042804,0.0078145783975629,1.75
Rem_Gorlice_2015_1302103.laz,1302103,28,6.0,24.0,11.0,13.0,0.541666667,1.47729244517561,0.357142857142857,1.030700213598289,0.776746513,289.375,155.3637562,265.5,106.3,485.2,21.94583333,7.337928814,25.1,9.87,29.05,3340427,2633548,1.2675319380266377,3.0,0.0098961479459936,0.0068853786958282,1.9393939393939397
Rem_Milicz_2015_3605501.laz,3605501,7,1.0,6.0,0.0,6.0,1.0,0.0,0.857142857142857,0.9783573198442131,0.498060036,454.1666667,56.17621086,439.0,404.5,519.0,37.26666667,2.155612829,37.95,34.6,39.25,2341521,1903965,1.0618490772885072,2.0,0.0052985187135966,0.0041150879640949,1.75
Rem_Suprasl_2015_4001604.laz,4001604,68,5.0,49.0,26.0,23.0,0.469387755,1.00439490759856,0.382352941176471,1.05196911313929,0.571829991,206.0408163,86.0987706,190.0,94.4,310.4,21.2244898,5.160932192,22.8,13.72,26.8,4158608,3444889,1.2259839187473551,4.0,0.0126853785230366,0.0049723756906077,1.565217391304348
Rem_Gorlice_2015_7804503.laz,7804503,19,3.0,36.0,11.0,25.0,0.694444444,0.410116318288409,0.578947368421053,0.9163883032942618,0.713620061,250.6111111,137.1043977,252.5,110.0,339.5,19.49444444,7.646733923,24.65,8.5,27.05,1853229,1521181,1.307295554801493,4.0,0.0206031803997389,0.0082381054701886,3.0
Rem_Gorlice_2015_6705603.laz,6705603,16,1.0,22.0,22.0,0.0,0.0,1.0775733728922,0.5625,1.172196250648189,-0.404339789,257.3181818,38.17676477,257.5,208.7,301.0,24.10909091,0.911779574,24.1,22.93,25.1,3263617,2772621,1.208602999210734,5.0,0.0063346287879193,0.0035390035098625,2.4444444444444446
Rem_Milicz_2015_3103901.laz,3103901,58,4.0,40.0,8.0,32.0,0.8,1.18723281561774,0.310344827586207,1.078790609994848,0.431999782,165.85,43.49155533,162.0,119.5,224.5,17.6775,2.42872632,18.0,15.64,19.91,2760633,2639730,1.164949918306457,3.0,0.0142842919321628,0.0103582700750158,2.1333333333333333
Rem_Piensk_2016_3102802.laz,3102802,32,4.0,31.0,23.0,8.0,0.258064516,0.705918206087096,0.625,0.9403270581919732,0.325859729,282.9354839,72.33161387,299.0,190.0,364.0,24.04193548,4.315304098,25.0,23.5,26.9,2490415,1702108,1.12313200498132,3.0,0.01046754229989,0.0032385750269881,1.5151515151515151
Rem_Suprasl_2015_4101604.laz,4101604,64,5.0,53.0,35.0,18.0,0.339622642,1.41356374181798,0.3125,0.9407818213528382,0.732733702,200.9622642,124.3452022,153.0,80.8,406.0,15.82641509,7.265941385,12.9,7.66,26.92,2473908,1770755,1.630872030237581,5.0,0.0235901986895324,0.0157065107703254,1.945945945945946
Rem_Suprasl_2015_3100704.laz,3100704,44,4.0,35.0,28.0,7.0,0.2,1.1683678340306,0.363636363636364,1.023961010462621,0.470491948,275.4,92.53527149,265.0,146.0,389.6,27.00571429,6.073517387,29.9,18.94,33.9,3140111,2755681,1.4029234858022102,4.0,0.0133883105468346,0.0071556350626118,2.4081632653061225
Rem_Piensk_2016_2400402.laz,2400402,151,3.0,138.0,137.0,1.0,0.007246377,0.13746979839655,0.741721854304636,1.128043955095426,0.80309567,130.9927536,33.90723635,129.5,87.7,180.3,14.98550725,1.740272263,15.4,12.74,16.7,1757689,903393,1.198591076819859,4.0,0.0336694418363337,0.0179233621755253,2.3184713375796178
Rem_Katrynka_2016_1800905.laz,1800905,15,2.0,14.0,14.0,0.0,0.0,0.540204142388861,0.666666666666667,0.972006189409067,0.215680028,458.7142857,124.3211898,451.0,286.3,600.4,30.13571429,5.313351419,31.65,20.79,34.97,2201301,1702634,1.1356377390208028,3.0,0.0041313258192437,0.0,0.6666666666666666
Rem_Katrynka_2016_3701705.laz,3701705,45,5.0,36.0,22.0,14.0,0.388888889,1.34163468931699,0.288888888888889,0.9187714595369422,0.686400804,258.6666667,110.9705238,265.0,113.5,401.0,23.00833333,6.852126886,26.5,11.4,28.85,2719501,1952541,1.3270303360087063,4.0,0.0077036110575934,0.0041695621959694,1.7142857142857142
Rem_Suprasl_2015_2503004.laz,2503004,41,2.0,26.0,26.0,0.0,0.0,0.36692499127271,0.51219512195122,0.9081096657312644,0.077296259,216.5384615,115.4695564,199.5,111.5,369.0,19.9,7.285766947,20.35,11.05,29.05,2336491,2174078,1.20901764765888,4.0,0.0117401362068127,0.0046164343560574,1.5217391304347827
Rem_Herby_2016_4000506.laz,4000506,29,3.0,22.0,10.0,12.0,0.545454545,0.856997754778064,0.344827586206897,0.5969975841168984,0.691980295,314.1363636,107.0955494,307.5,207.7,474.6,22.65,4.813646277,21.6,16.49,29.12,2597800,2394984,1.6279010293459495,5.0,0.0091543658463114,0.0067893514382705,2.27027027027027
Rem_Milicz_2015_4005301.laz,4005301,6,1.0,15.0,0.0,15.0,1.0,0.0,1.0,0.7715687387009665,1.31436727,326.4666667,304.1658069,109.0,72.8,713.0,19.45333333,12.84733806,10.7,8.1,35.92,3203526,2639843,1.0927265420936307,2.0,0.0020202449671481,0.0005225342913128,1.1428571428571428
Rem_Gorlice_2015_2800303.laz,2800303,34,3.0,45.0,41.0,4.0,0.088888889,0.419483369306181,0.647058823529412,0.9705986735986016,0.42506928,189.7111111,139.0824841,140.0,89.4,393.0,16.02444444,6.335009348,13.9,10.22,26.18,2527812,1805547,1.228731533367295,4.0,0.0156928392920882,0.011138014527845,1.6
Rem_Gorlice_2015_5204803.laz,5204803,22,2.0,5.0,4.0,1.0,0.2,0.658109987543114,0.5,0.6899239617384705,-0.202717749,246.2,52.00673033,215.0,204.6,304.4,20.1,4.950757518,22.0,15.0,24.64,2773276,2484319,1.375923645320197,4.0,0.0128527324560245,0.0076891946580331,2.48
Rem_Katrynka_2016_2201705.laz,2201705,33,2.0,19.0,19.0,0.0,0.0,0.336495757583516,0.484848484848485,1.042056998745575,0.336981134,250.9473684,212.3818557,121.0,83.6,629.0,18.31052632,10.52082035,12.0,7.44,31.04,2750799,2502787,1.3409927942353883,4.0,0.0195412302187417,0.0080244554833779,1.5609756097560976
Rem_Gorlice_2015_6004603.laz,6004603,37,3.0,20.0,12.0,8.0,0.4,0.247750827451536,0.891891891891892,0.9409004565723866,0.254881358,279.95,219.3517903,135.0,76.8,551.9,20.56,15.38295023,11.05,5.77,37.52,2357643,2195409,1.335814424049718,4.0,0.0274693590515972,0.0205843293492695,3.1219512195121952
Rem_Suprasl_2015_3000604.laz,3000604,20,4.0,20.0,1.0,19.0,0.95,1.12692879480068,0.4,0.4435089685322337,0.649710918,171.6,96.68364037,132.0,84.8,284.7,11.635,7.836438168,9.55,1.0,23.69,2553560,2452958,1.399562194179758,4.0,0.0492814831049103,0.012326656394453,1.7391304347826086
Rem_Katrynka_2016_2000905.laz,2000905,15,4.0,12.0,10.0,2.0,0.166666667,0.636514168294813,0.4,1.180520151751832,0.60769851,413.75,158.5726819,380.5,231.8,606.8,29.55833333,6.481927089,29.75,20.76,36.34,2570957,2236366,1.1098202940642583,3.0,0.0035414267102569,0.0018975332068311,0.9411764705882352
Rem_Gorlice_2015_7904603.laz,7904603,37,3.0,18.0,16.0,2.0,0.111111111,0.142505867392738,0.810810810810811,0.8306745636585372,-0.116168094,305.7222222,62.47334072,303.5,240.6,388.8,16.16666667,2.134864646,16.25,15.1,18.25,2389756,966587,1.2386355773887774,4.0,0.037718080331645,0.0284659989457037,3.1794871794871797
Rem_Katrynka_2016_4701305.laz,4701305,36,2.0,29.0,29.0,0.0,0.0,0.163023629494366,0.694444444444444,0.8524473632873982,-0.163999612,254.4137931,160.2454629,224.0,76.6,511.8,21.67241379,10.83786011,22.6,6.88,34.22,4090112,3409292,1.1602982292637465,3.0,0.0085272678110431,0.0037301199587472,1.4210526315789471
Rem_Gorlice_2015_5201303.laz,5201303,33,2.0,28.0,13.0,15.0,0.535714286,1.3937747880107,0.363636363636364,0.8181948243719926,0.523016553,268.1071429,148.505478,260.0,90.3,451.7,18.76785714,7.429672919,22.2,8.79,26.36,3524623,2278044,1.52862130294447,5.0,0.0216244271060891,0.0138677885898279,2.3157894736842106
Rem_Gorlice_2015_6703803.laz,6703803,22,4.0,18.0,13.0,5.0,0.277777778,0.214559155176405,0.772727272727273,0.9412435006723888,0.691237093,349.8888889,159.2023828,363.5,135.0,553.2,25.41111111,10.20904379,28.8,11.05,35.03,1906096,1657440,1.3112294288480155,4.0,0.0249308719156164,0.0145154086645824,2.592592592592593
Rem_Gorlice_2015_7305703.laz,7305703,24,2.0,42.0,20.0,22.0,0.523809524,0.214559155176405,0.666666666666667,0.9248945999207268,0.366186474,199.2142857,122.8928813,147.0,80.7,389.9,17.10714286,7.094016471,16.1,8.31,25.27,2853436,2310770,1.3313683931646576,5.0,0.0116780476042822,0.0078198310916484,2.4827586206896552
Rem_Suprasl_2015_1902204.laz,1902204,13,2.0,11.0,11.0,0.0,0.0,0.689009238476659,0.461538461538462,1.234894477988278,0.302466218,474.9090909,102.1141073,500.0,360.0,606.0,31.27272727,3.975698909,31.7,25.1,36.6,2281373,1622185,1.134004983208753,4.0,0.0043861085054422,0.0009760727963078,1.125
Rem_Gorlice_2015_6804603.laz,6804603,17,4.0,22.0,6.0,16.0,0.727272727,0.286835983056161,0.588235294117647,0.6548803527460041,0.565718353,275.0,175.0504689,193.5,104.4,514.4,19.99545455,8.93577493,19.6,10.0,31.86,3189112,2486416,1.2707767263187482,4.0,0.0170156277658392,0.0057037409830565,1.9047619047619049
Rem_Gorlice_2015_7004603.laz,7004603,28,3.0,64.0,64.0,0.0,0.0,1.5826701164974,0.25,0.8826964895488729,0.047429346,148.203125,113.6106103,106.0,78.3,322.0,10.78125,5.215327685,8.85,6.69,20.39,2229194,1335947,1.426193820224719,5.0,0.0123850043587787,0.0077173030056864,2.2580645161290325
Rem_Suprasl_2015_2102404.laz,2102404,23,3.0,30.0,29.0,1.0,0.033333333,0.304636097349238,0.826086956521739,0.865656081667755,0.292601649,215.6666667,92.03385184,213.0,93.7,334.6,18.99333333,6.202665352,20.5,9.95,25.9,2959788,2447410,1.1756602698080942,4.0,0.0194743625926169,0.0115461847389558,1.9259259259259256
Rem_Katrynka_2016_2101205.laz,2101205,16,2.0,14.0,14.0,0.0,0.0,0.693147180559945,0.4375,0.8125259283343005,0.397343914,339.3571429,161.2263612,393.0,134.8,515.8,25.98571429,9.325387774,30.65,13.58,34.21,2807473,1967750,1.1835797043547742,3.0,0.0180242435072912,0.0106009206672708,1.6
Rem_Gorlice_2015_7503903.laz,7503903,34,3.0,39.0,17.0,22.0,0.564102564,1.15374194270109,0.411764705882353,0.9087258400867536,0.493345565,207.1794872,127.7826839,174.0,78.8,383.2,17.74615385,7.603525711,17.2,8.2,27.96,2764111,1667696,1.364735985112817,4.0,0.0150884256796483,0.008869572057898,1.947368421052632
Rem_Gorlice_2015_6005403.laz,6005403,14,3.0,28.0,17.0,11.0,0.392857143,0.859967281035505,0.5,1.063739395970982,0.304784605,287.3571429,77.0777454,304.5,194.6,378.5,21.95714286,4.486145634,23.0,16.61,26.0,1418874,931319,1.265736090274607,4.0,0.0082012380957983,0.0057913025165841,2.533333333333333
Rem_Gorlice_2015_7404903.laz,7404903,10,3.0,34.0,1.0,33.0,0.970588235,0.0,0.8,0.6841738296220591,0.351011982,174.4117647,97.24979322,148.0,81.8,313.9,14.6,4.56123322,15.3,8.77,20.67,1859255,220991,1.1597701149425288,3.0,0.0076172400617412,0.0039088526629058,2.0
Rem_Katrynka_2016_3201005.laz,3201005,32,5.0,31.0,25.0,6.0,0.193548387,0.837809082186546,0.53125,1.100890213086768,0.595825291,216.1290323,83.45487481,237.0,102.0,316.0,19.69032258,6.895426254,23.5,9.2,25.3,2725865,1996853,1.268648875814247,4.0,0.0149821943426113,0.0035004377684751,1.0
Rem_Suprasl_2015_4001004.laz,4001004,43,2.0,35.0,35.0,0.0,0.0,0.685314207276458,0.418604651162791,0.9393640106220938,0.409365431,277.2285714,144.2149306,283.0,91.2,443.4,22.49428571,9.774785776,23.6,9.18,32.86,2987883,2584354,1.3641979795043244,4.0,0.0127874412014215,0.0060127771514468,1.5555555555555556
Rem_Gorlice_2015_7404103.laz,7404103,57,1.0,14.0,0.0,14.0,1.0,0.692849709063535,0.368421052631579,0.9048822220397712,1.051768405,406.5,258.1918637,425.5,117.4,648.9,23.6,9.627684441,27.7,10.43,33.24,2037077,1596150,1.5578534031413611,5.0,0.0298086887666548,0.016108025019643,2.7096774193548385
Rem_Piensk_2016_2101702.laz,2101702,33,4.0,31.0,17.0,14.0,0.451612903,1.23091226538903,0.333333333333333,0.8542795970439583,0.344210977,238.7096774,97.17996829,221.0,111.0,373.0,17.53870968,4.506120092,18.8,10.1,21.6,2428111,2277329,1.3439495230226095,4.0,0.0246249448253418,0.0168376233129907,2.6666666666666665
Rem_Katrynka_2016_5101105.laz,5101105,46,4.0,43.0,36.0,7.0,0.162790698,1.01004484210167,0.391304347826087,0.9417033783681852,0.864658835,234.0697674,114.6504824,239.0,88.2,388.4,22.28604651,9.790947748,21.0,9.22,34.32,1855017,1803925,1.4233272032819353,5.0,0.0134440816829109,0.0072463768115942,1.5471698113207548
Rem_Gorlice_2015_6504403.laz,6504403,42,2.0,34.0,1.0,33.0,0.970588235,1.02744460574285,0.380952380952381,0.8978287441704405,0.553536467,247.6470588,120.4330274,268.0,83.1,394.3,20.55588235,8.943702412,23.75,6.22,29.21,3854001,2950330,1.33759110376437,4.0,0.0228224359508934,0.0081880470995094,2.1923076923076925
Rem_Katrynka_2016_5601205.laz,5601205,34,3.0,18.0,0.0,18.0,1.0,0.905114058390408,0.382352941176471,1.070746399693856,0.284789466,319.3333333,131.4247716,253.5,204.4,519.6,25.91666667,6.03102274,25.25,18.52,33.03,2328854,1543067,1.283974716490054,4.0,0.0182192860208762,0.0087085113374958,1.542857142857143
Rem_Katrynka_2016_4501505.laz,4501505,51,2.0,40.0,40.0,0.0,0.0,0.376770161256437,0.686274509803922,0.8334999575573059,0.080383813,204.4,109.0092445,177.0,87.9,325.9,18.1125,7.087337481,19.0,7.9,27.05,3477254,3095964,1.2653408125106238,4.0,0.0064789683329248,0.0033057851239669,1.2881355932203389
Rem_Gorlice_2015_5904503.laz,5904503,36,2.0,8.0,0.0,8.0,1.0,0.0,0.75,0.7444745102419238,0.593503513,413.75,76.23600574,395.5,341.0,499.8,34.575,2.182887995,34.25,32.68,36.95,1892263,1107844,1.4031492950322837,5.0,0.0268007268714492,0.0262082231305602,3.2093023255813957
Rem_Milicz_2015_3601901.laz,3601901,42,1.0,8.0,8.0,0.0,0.0,0.0,0.80952380952381,0.6779025136534212,-0.174911031,419.0,71.99007868,418.5,342.2,494.7,27.1625,1.062258376,27.1,26.09,28.49,1019353,927010,1.7497715702910848,6.0,0.0862016774936303,0.0457380457380457,3.395348837209302
Rem_Katrynka_2016_4001405.laz,4001405,40,2.0,34.0,34.0,0.0,0.0,0.691416077617118,0.45,1.023517135495698,0.4181067,274.7352941,96.81231728,262.5,165.0,385.0,25.64117647,6.270861796,28.65,16.44,32.94,3454132,3094503,1.2673554468007977,3.0,0.0092258535598194,0.002360346184107,1.2195121951219512
Rem_Gorlice_2015_6105103.laz,6105103,23,1.0,21.0,0.0,21.0,1.0,1.11748995942315,0.347826086956522,0.6813930751988756,0.700291487,305.5238095,164.7933916,291.0,135.0,588.0,22.36666667,8.474628802,24.5,11.3,30.8,3005484,2044276,1.40468404772426,4.0,0.0148432339314154,0.0095382759922049,2.125
Rem_Suprasl_2015_3601604.laz,3601604,55,3.0,42.0,24.0,18.0,0.428571429,0.861395059351703,0.345454545454545,1.016637698865819,0.318077496,196.5714286,97.12052931,167.0,93.1,354.1,18.5047619,7.792552804,16.45,9.2,28.37,2892591,2677308,,,,,
Rem_Katrynka_2016_5401105.laz,5401105,7,3.0,35.0,11.0,24.0,0.685714286,0.500402423538188,0.571428571428571,0.4712997307465964,0.59135078,225.1142857,82.51693995,213.0,113.0,334.0,21.89428571,5.236014585,23.6,13.4,26.8,2564302,1670356,1.0958154086820493,3.0,0.0084911598400254,0.0047547274506992,1.6
Rem_Herby_2016_7904506.laz,7904506,36,2.0,42.0,0.0,42.0,1.0,0.826924140441323,0.555555555555556,0.7550038257608268,0.7336228,209.0,111.3561634,176.5,102.3,340.0,16.02380952,3.685158733,16.95,10.33,19.96,3256055,2560346,1.3818420190101606,5.0,0.0280357134381129,0.0214934641689812,2.9473684210526314
Rem_Gorlice_2015_8505103.laz,8505103,27,4.0,28.0,18.0,10.0,0.357142857,0.974341780768986,0.481481481481481,0.5968954374239681,0.534123359,258.7857143,120.537794,302.0,91.7,392.1,20.68928571,7.760170831,24.5,8.4,28.33,3113953,2738994,1.297801218243946,4.0,0.017380309596796,0.0116484383647731,2.9411764705882355
Rem_Gorlice_2015_7305103.laz,7305103,27,2.0,20.0,0.0,20.0,1.0,0.191444081957717,0.740740740740741,0.6018080043929467,0.608787615,255.3,150.2342382,266.5,74.8,431.8,19.55,8.284322543,22.6,8.15,27.75,3119442,2792087,1.3303012601185011,6.0,0.0748932471767133,0.0354519707148627,2.533333333333333
Rem_Herby_2017_4401506.laz,4401506,52,6.0,24.0,5.0,19.0,0.791666667,1.60646563568842,0.576923076923077,0.9768192937540298,0.918386918,242.5833333,123.8670103,219.0,85.9,404.2,19.14166667,8.25232071,21.5,8.26,28.5,1485538,1259957,1.507739293399042,5.0,0.0175538560188651,0.0071229912407752,1.8571428571428568
Rem_Milicz_2015_3805501.laz,3805501,11,3.0,14.0,7.0,7.0,0.5,0.89794572485678,0.545454545454545,0.9594229367873516,0.61601203,367.2142857,198.0295932,431.0,84.7,559.4,27.95714286,12.44796643,34.65,8.91,37.06,2433301,1801418,1.1147795487476713,3.0,0.0019871127755088,0.0008800122436486,0.8571428571428571
Rem_Gorlice_2015_0601903.laz,601903,33,7.0,21.0,4.0,17.0,0.80952381,1.54302931926,0.393939393939394,0.7439526968904986,1.335146234,284.9047619,175.5921139,265.0,86.0,535.0,21.05238095,8.879449254,23.6,11.1,32.0,2320337,1763353,1.6081599676832965,5.0,0.0121024689135883,0.0089901858194541,1.6666666666666667
Rem_Gorlice_2015_6105603.laz,6105603,16,1.0,26.0,26.0,0.0,0.0,0.0,0.875,0.4080562088559783,-0.421178299,253.3076923,49.06303638,243.5,199.5,330.0,21.41923077,0.773055874,21.4,20.55,22.25,3028577,2650851,1.3981057517405755,5.0,0.0343552379490478,0.0269981858926475,4.105263157894737
Rem_Piensk_2016_1501902.laz,1501902,79,3.0,57.0,34.0,23.0,0.403508772,0.708832947994361,0.443037974683544,1.004422863927806,0.475773923,166.1929825,84.79374947,157.0,78.0,282.6,14.88947368,4.503716093,13.4,10.16,21.2,2269457,1945152,1.564697265625,5.0,0.028796204038451,0.0160951714485654,2.32
Rem_Gorlice_2015_0101703.laz,101703,48,6.0,43.0,29.0,14.0,0.325581395,1.15188244334623,0.458333333333333,0.7701045368523805,0.771743814,173.6744186,102.8717928,137.0,75.2,316.2,14.88837209,6.71530623,13.7,6.92,24.32,2298580,1568384,1.265464136816132,4.0,0.0131161071343851,0.0057870021974052,1.56
Rem_Gorlice_2015_6805703.laz,6805703,23,4.0,14.0,0.0,14.0,1.0,1.32197007451676,0.260869565217391,0.8982167431761807,1.38846316,374.1428571,269.7277423,491.0,84.0,644.5,20.97142857,11.5456571,26.95,7.02,32.21,3248304,2936609,1.5230613279270149,4.0,0.0161831023968713,0.0138133110087902,2.56
Rem_Suprasl_2015_3501204.laz,3501204,30,7.0,28.0,11.0,17.0,0.607142857,1.64441457748517,0.3,1.05180901957804,0.859486175,254.1428571,113.1929569,263.0,99.8,387.0,23.075,9.329428747,24.3,10.41,33.38,2548008,1588923,1.393246662594887,4.0,0.015031561433374,0.0074472605572895,1.588235294117647
Rem_Milicz_2015_8300301.laz,8300301,9,6.0,39.0,8.0,31.0,0.794871795,1.27302833658963,0.444444444444444,0.825922343136856,0.715766089,179.9487179,94.3738224,142.0,82.8,325.4,14.12564103,5.220542316,12.2,8.98,23.02,4735578,3839049,1.0754637436762229,3.0,0.0032102343878374,0.0022198731501057,1.3333333333333333
Rem_Herby_2017_3203406.laz,3203406,52,5.0,50.0,22.0,28.0,0.56,0.872650444211456,0.442307692307692,0.8799582867473681,0.554289859,184.8,83.63672663,159.5,100.0,280.6,16.386,6.534117994,16.8,8.29,24.82,4384691,3748716,1.3828729809805984,4.0,0.0307697431571937,0.0144880930374235,1.5925925925925926
Rem_Gorlice_2015_7204703.laz,7204703,11,2.0,39.0,0.0,39.0,1.0,0.0,0.545454545454545,0.5716708880359572,0.572800512,159.5128205,123.7380237,134.0,88.0,221.4,16.16923077,5.689794828,15.8,8.82,22.82,3569386,3042722,1.192404101785036,4.0,0.0197755864391891,0.0040908601571751,2.363636363636364
Rem_Suprasl_2015_3400504.laz,3400504,70,5.0,56.0,42.0,14.0,0.25,1.29519559291624,0.357142857142857,0.9327276208377626,0.547265509,208.4464286,102.247813,182.5,87.5,364.5,20.94821429,8.383533451,20.45,9.45,30.85,4307112,3927421,1.4411591644601354,5.0,0.0277661554147588,0.0150063844276715,2.263157894736842
